trade_date,code,name,required_from_time,required_to_time,group,event_count,missing_reason
2026-05-06,003470,"유안타증권",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-06,007610,"선도전기",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-06,011790,"SKC",09:00,15:30,A_ATTACK|B_SURVIVOR_1000,2,first_bar_09:02
2026-05-06,015860,"일진홀딩스",09:00,15:30,B_SURVIVOR_1000,1,last_bar_10:00
2026-05-06,024840,"KBI메탈",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-06,183300,"코미코",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-06,189860,"서전기전",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-06,321260,"프로이천",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-06,425040,"티이엠씨",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-07,004800,"효성",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-07,006360,"GS건설",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-07,078150,"HB테크놀러지",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-08,086960,"MDS테크",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-08,319400,"현대무벡스",09:00,15:30,A_ATTACK|B_SURVIVOR_1000,2,first_bar_09:02
2026-05-11,004150,"한솔홀딩스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-11,004710,"한솔테크닉스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-11,024840,"KBI메탈",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-11,067170,"오텍",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-11,083450,"GST",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-11,320000,"한울반도체",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-11,357880,"SKAI",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:29
2026-05-11,396270,"넥스트칩",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-12,000500,"가온전선",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-12,007820,"엠엑스로보틱스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-12,010690,"화신",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-12,012200,"계양전기",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:29
2026-05-12,012860,"모베이스전자",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-12,065440,"이루온",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-12,183300,"코미코",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_15:19
2026-05-12,307180,"아이엘",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-12,381620,"제닉스로보틱스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-12,389500,"에스비비테크",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-12,418420,"라온텍",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-13,005250,"녹십자홀딩스",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-13,147760,"피엠티",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-13,356680,"엑스게이트",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:30
2026-05-13,412350,"레이저쎌",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_09:28
2026-05-13,452280,"한선엔지니어링",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-14,000650,"천일고속",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,001450,"현대해상",09:00,15:30,A_ATTACK|B_SURVIVOR_1000,2,last_bar_10:00
2026-05-14,003380,"하림지주",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,006110,"삼아알미늄",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,008350,"남선알미늄",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,018470,"조일알미늄",09:00,15:30,A_ATTACK|B_SURVIVOR_1000,2,last_bar_10:00
2026-05-14,019210,"와이지-원",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,033160,"엠케이전자",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,081150,"티플랙스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,084670,"동양고속",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,088350,"한화생명",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,090360,"로보스타",09:00,15:30,A_ATTACK,1,last_bar_10:00
2026-05-14,090460,"비에이치",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,092190,"서울바이오시스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,096530,"씨젠",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,100790,"미래에셋벤처투자",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,123010,"알엔티엑스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,183300,"코미코",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,229640,"LS에코에너지",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,322000,"HD현대에너지솔루션",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,403550,"쏘카",09:00,15:30,A_ATTACK,1,last_bar_10:00
2026-05-14,452280,"한선엔지니어링",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-14,475150,"SK이터닉스",09:00,15:30,A_ATTACK|B_SURVIVOR_1000,2,last_bar_10:00
2026-05-15,001200,"유진투자증권",09:00,15:30,A_ATTACK,1,last_bar_10:00
2026-05-15,011930,"신성이엔지",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,018880,"한온시스템",09:00,15:30,A_ATTACK,1,last_bar_10:00
2026-05-15,031330,"에스에이엠티",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,036540,"SFA반도체",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,056080,"유진로봇",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,058610,"에스피지",09:00,15:30,B_SURVIVOR_1000,1,last_bar_10:00
2026-05-15,067310,"하나마이크론",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,080220,"제주반도체",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,088350,"한화생명",09:00,15:30,A_ATTACK,1,last_bar_10:00
2026-05-15,090360,"로보스타",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,090710,"휴림로봇",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,125490,"한라캐스트",09:00,15:30,B_SURVIVOR_1000,1,last_bar_10:00
2026-05-15,138360,"앤로보틱스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,178320,"서진시스템",09:00,15:30,A_ATTACK,1,last_bar_10:00
2026-05-15,183300,"코미코",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,204320,"HL만도",09:00,15:30,B_SURVIVOR_1000,1,last_bar_10:00
2026-05-15,223310,"사토시홀딩스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,261780,"차백신연구소",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,290690,"소룩스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,348340,"뉴로메카",09:00,15:30,B_SURVIVOR_1000,1,last_bar_10:00
2026-05-15,354320,"알멕",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,440110,"파두",09:00,15:30,A_ATTACK,1,last_bar_10:00
2026-05-15,452430,"사피엔반도체",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-15,466100,"클로봇",09:00,15:30,B_SURVIVOR_1000,1,last_bar_10:00
2026-05-18,001740,"SK네트웍스",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
2026-05-18,027360,"아주IB투자",09:00,15:30,D_EXCLUDED_PLUS8,1,first_bar_09:02
2026-05-18,031330,"에스에이엠티",09:00,15:30,D_EXCLUDED_PLUS8,1,last_bar_10:00
